Time (s),Voltage (V)
0.0,-0.02314088814775006
0.001,0.00642749412378633
0.002,0.00642749412378633
0.003,-0.015748792579865965
0.004,-0.0009646014440977679
0.005,-0.008356697011981867
0.006,-0.004660649228039817
0.007,0.00642749412378633
0.008,-0.008356697011981867
0.009,-0.015748792579865965
0.01,0.002731446339844281
0.011,0.017515637475612477
0.012,-0.012052744795923914
0.013,-0.019444840363808013
0.014,-0.02314088814775006
0.015,-0.004660649228039817
0.016,-0.012052744795923914
0.017,0.00642749412378633
0.018,0.00642749412378633
0.019,-0.008356697011981867
0.02,-0.019444840363808013
0.021,-0.008356697011981867
0.022,-0.004660649228039817
0.023,-0.02683693593169211
0.024,-0.008356697011981867
0.025,-0.019444840363808013
0.026,0.002731446339844281
0.027,-0.008356697011981867
0.028,-0.0009646014440977679
0.029,-0.004660649228039817
0.03,-0.012052744795923914
0.031,-0.015748792579865965
0.032,0.013819589691670428
0.033,0.002731446339844281
0.034,-0.008356697011981867
0.035,0.002731446339844281
0.036,-0.008356697011981867
0.037,-0.0009646014440977679
0.038,-0.0009646014440977679
0.039,-0.008356697011981867
0.04,-0.019444840363808013
0.041,0.002731446339844281
0.042,-0.012052744795923914
0.043,-0.0009646014440977679
0.044,-0.004660649228039817
0.045,-0.02314088814775006
0.046,-0.019444840363808013
0.047,-0.02314088814775006
0.048,0.00642749412378633
0.049,-0.008356697011981867
0.05,-0.008356697011981867
0.051,0.00642749412378633
0.052,-0.02683693593169211
0.053,-0.008356697011981867
0.054,-0.012052744795923914
0.055,0.002731446339844281
0.056,-0.008356697011981867
0.057,-0.02683693593169211
0.058,-0.019444840363808013
0.059,-0.0009646014440977679
0.06,0.021211685259554525
0.061,-0.02683693593169211
0.062,-0.0009646014440977679
0.063,-0.0009646014440977679
0.064,-0.015748792579865965
0.065,0.021211685259554525
0.066,-0.015748792579865965
0.067,-0.02314088814775006
0.068,-0.008356697011981867
0.069,-0.03053298371563416
0.07,-0.019444840363808013
0.071,-0.015748792579865965
0.072,-0.0009646014440977679
0.073,-0.012052744795923914
0.074,-0.0009646014440977679
0.075,-0.02314088814775006
0.076,0.010123541907728378
0.077,0.00642749412378633
0.078,-0.012052744795923914
0.079,-0.0009646014440977679
0.08,-0.008356697011981867
0.081,-0.008356697011981867
0.082,-0.008356697011981867
0.083,0.021211685259554525
0.084,-0.012052744795923914
0.085,-0.012052744795923914
0.086,0.010123541907728378
0.087,-0.012052744795923914
0.088,-0.008356697011981867
0.089,-0.015748792579865965
0.09,-0.004660649228039817
0.091,-0.015748792579865965
0.092,-0.015748792579865965
0.093,-0.012052744795923914
0.094,-0.02314088814775006
0.095,-0.012052744795923914
0.096,0.00642749412378633
0.097,-0.019444840363808013
0.098,-0.012052744795923914
0.099,-0.0009646014440977679
0.1,-0.03422903149957621
0.101,-0.019444840363808013
0.102,-0.0009646014440977679
0.103,-0.004660649228039817
0.104,-0.03053298371563416
0.105,0.013819589691670428
0.106,-0.02314088814775006
0.107,0.002731446339844281
0.108,-0.02314088814775006
0.109,-0.008356697011981867
0.11,0.010123541907728378
0.111,-0.008356697011981867
