Time (s),Voltage (V)
0.0,-0.0009646014440977679
0.001,0.010123541907728378
0.002,-0.012052744795923914
0.003,-0.008356697011981867
0.004,-0.015748792579865965
0.005,-0.004660649228039817
0.006,-0.02314088814775006
0.007,-0.03422903149957621
0.008,-0.004660649228039817
0.009,-0.02683693593169211
0.01,-0.0009646014440977679
0.011,-0.004660649228039817
0.012,0.002731446339844281
0.013,-0.019444840363808013
0.014,-0.015748792579865965
0.015,-0.008356697011981867
0.016,-0.008356697011981867
0.017,-0.008356697011981867
0.018,0.00642749412378633
0.019,-0.012052744795923914
0.02,0.00642749412378633
0.021,-0.03422903149957621
0.022,-0.012052744795923914
0.023,-0.012052744795923914
0.024,0.002731446339844281
0.025,0.00642749412378633
0.026,-0.02314088814775006
0.027,0.002731446339844281
0.028,-0.015748792579865965
0.029,0.002731446339844281
0.03,0.010123541907728378
0.031,-0.012052744795923914
0.032,-0.012052744795923914
0.033,-0.0009646014440977679
0.034,0.002731446339844281
0.035,-0.0009646014440977679
0.036,-0.012052744795923914
0.037,-0.008356697011981867
0.038,-0.012052744795923914
0.039,0.00642749412378633
0.04,-0.019444840363808013
0.041,-0.03053298371563416
0.042,-0.012052744795923914
0.043,-0.012052744795923914
0.044,-0.0009646014440977679
0.045,-0.004660649228039817
0.046,-0.012052744795923914
0.047,0.00642749412378633
0.048,-0.008356697011981867
0.049,-0.019444840363808013
0.05,-0.004660649228039817
0.051,-0.004660649228039817
0.052,-0.008356697011981867
0.053,0.002731446339844281
0.054,0.002731446339844281
0.055,-0.004660649228039817
0.056,-0.02683693593169211
0.057,-0.0009646014440977679
0.058,-0.004660649228039817
0.059,0.002731446339844281
0.06,0.002731446339844281
0.061,-0.008356697011981867
0.062,-0.015748792579865965
0.063,-0.019444840363808013
0.064,-0.015748792579865965
0.065,0.00642749412378633
0.066,-0.008356697011981867
0.067,-0.0009646014440977679
0.068,0.002731446339844281
0.069,-0.019444840363808013
0.07,-0.012052744795923914
0.071,-0.004660649228039817
0.072,0.002731446339844281
0.073,0.002731446339844281
0.074,-0.004660649228039817
0.075,-0.015748792579865965
0.076,0.00642749412378633
0.077,-0.008356697011981867
0.078,-0.0009646014440977679
0.079,0.00642749412378633
0.08,-0.02314088814775006
0.081,-0.0009646014440977679
0.082,-0.02314088814775006
0.083,-0.02314088814775006
0.084,-0.019444840363808013
0.085,-0.015748792579865965
0.086,0.002731446339844281
0.087,-0.0009646014440977679
0.088,-0.008356697011981867
0.089,0.010123541907728378
0.09,-0.0009646014440977679
0.091,0.010123541907728378
0.092,-0.02683693593169211
0.093,0.002731446339844281
0.094,-0.012052744795923914
0.095,-0.0009646014440977679
0.096,-0.012052744795923914
0.097,-0.019444840363808013
0.098,-0.004660649228039817
0.099,-0.015748792579865965
0.1,-0.0009646014440977679
0.101,-0.02683693593169211
0.102,0.00642749412378633
0.103,-0.0009646014440977679
0.104,-0.008356697011981867
0.105,-0.004660649228039817
0.106,-0.03422903149957621
0.107,0.00642749412378633
0.108,-0.0009646014440977679
0.109,-0.008356697011981867
0.11,-0.02683693593169211
0.111,-0.0009646014440977679
0.112,-0.008356697011981867
0.113,-0.004660649228039817
0.114,-0.004660649228039817
0.115,-0.008356697011981867
0.116,0.017515637475612477
0.117,-0.004660649228039817
0.118,-0.0009646014440977679
0.119,-0.008356697011981867
0.12,-0.0009646014440977679
0.121,-0.0009646014440977679
0.122,-0.0009646014440977679
0.123,-0.012052744795923914
0.124,-0.004660649228039817
0.125,-0.019444840363808013
0.126,-0.012052744795923914
0.127,-0.012052744795923914
0.128,-0.019444840363808013
0.129,-0.012052744795923914
0.13,-0.0009646014440977679
0.131,-0.019444840363808013
0.132,0.002731446339844281
0.133,-0.004660649228039817
0.134,0.002731446339844281
0.135,-0.015748792579865965
0.136,-0.004660649228039817
0.137,-0.012052744795923914
0.138,-0.004660649228039817
0.139,-0.019444840363808013
0.14,0.013819589691670428
0.141,-0.0009646014440977679
0.142,-0.0009646014440977679
0.143,0.002731446339844281
0.144,-0.008356697011981867
0.145,-0.015748792579865965
0.146,-0.008356697011981867
0.147,-0.012052744795923914
0.148,-0.02314088814775006
0.149,-0.012052744795923914
0.15,-0.012052744795923914
0.151,-0.02683693593169211
0.152,-0.02683693593169211
0.153,0.010123541907728378
0.154,-0.0009646014440977679
0.155,0.002731446339844281
0.156,-0.0009646014440977679
0.157,-0.0009646014440977679
0.158,-0.015748792579865965
0.159,-0.012052744795923914
0.16,-0.019444840363808013
0.161,0.002731446339844281
0.162,-0.012052744795923914
0.163,-0.012052744795923914
0.164,0.002731446339844281
0.165,-0.0009646014440977679
0.166,-0.004660649228039817
0.167,-0.004660649228039817
0.168,-0.008356697011981867
0.169,-0.008356697011981867
0.17,-0.0009646014440977679
0.171,0.013819589691670428
0.172,-0.0009646014440977679
0.173,0.021211685259554525
0.174,0.002731446339844281
0.175,-0.004660649228039817
0.176,-0.0009646014440977679
0.177,-0.02314088814775006
0.178,-0.015748792579865965
0.179,-0.008356697011981867
0.18,-0.012052744795923914
0.181,-0.02683693593169211
0.182,-0.0009646014440977679
0.183,-0.004660649228039817
0.184,0.010123541907728378
0.185,-0.02683693593169211
0.186,-0.0009646014440977679
0.187,-0.03053298371563416
0.188,0.002731446339844281
0.189,0.002731446339844281
0.19,-0.04162112706746031
0.191,0.00642749412378633
