Time (s),Voltage (V)
0.0,-0.03053298371563416
0.001,-0.012052744795923914
0.002,0.010123541907728378
0.003,0.002731446339844281
0.004,0.002731446339844281
0.005,-0.0009646014440977679
0.006,0.013819589691670428
0.007,0.010123541907728378
0.008,0.013819589691670428
0.009,0.00642749412378633
0.01,0.00642749412378633
0.011,-0.012052744795923914
0.012,0.010123541907728378
0.013,0.010123541907728378
0.014,0.013819589691670428
0.015,-0.0009646014440977679
0.016,-0.004660649228039817
0.017,-0.012052744795923914
0.018,0.010123541907728378
0.019,-0.008356697011981867
0.02,-0.004660649228039817
0.021,-0.008356697011981867
0.022,0.002731446339844281
0.023,0.00642749412378633
0.024,-0.02314088814775006
0.025,0.010123541907728378
0.026,-0.012052744795923914
0.027,-0.004660649228039817
0.028,-0.012052744795923914
0.029,-0.012052744795923914
0.03,0.002731446339844281
0.031,-0.019444840363808013
0.032,-0.015748792579865965
0.033,-0.004660649228039817
0.034,0.00642749412378633
0.035,-0.008356697011981867
0.036,-0.004660649228039817
0.037,-0.019444840363808013
0.038,-0.02314088814775006
0.039,-0.02683693593169211
0.04,-0.019444840363808013
0.041,-0.0009646014440977679
0.042,0.013819589691670428
0.043,-0.02314088814775006
0.044,0.00642749412378633
0.045,0.013819589691670428
0.046,-0.015748792579865965
0.047,-0.015748792579865965
0.048,0.00642749412378633
0.049,-0.008356697011981867
0.05,-0.008356697011981867
0.051,-0.02683693593169211
0.052,-0.015748792579865965
0.053,0.002731446339844281
0.054,-0.0009646014440977679
0.055,-0.015748792579865965
0.056,-0.008356697011981867
0.057,-0.008356697011981867
0.058,0.00642749412378633
0.059,-0.008356697011981867
0.06,0.002731446339844281
0.061,-0.0009646014440977679
0.062,0.002731446339844281
0.063,-0.019444840363808013
0.064,0.002731446339844281
0.065,-0.019444840363808013
0.066,-0.0009646014440977679
0.067,-0.004660649228039817
0.068,0.00642749412378633
0.069,-0.012052744795923914
0.07,-0.02683693593169211
0.071,0.024907733043496576
0.072,0.013819589691670428
0.073,0.010123541907728378
0.074,-0.02314088814775006
0.075,-0.008356697011981867
0.076,-0.015748792579865965
0.077,-0.008356697011981867
0.078,-0.0009646014440977679
0.079,-0.004660649228039817
0.08,-0.012052744795923914
0.081,-0.0009646014440977679
0.082,-0.008356697011981867
0.083,-0.02314088814775006
0.084,0.002731446339844281
0.085,-0.008356697011981867
0.086,-0.015748792579865965
0.087,-0.015748792579865965
0.088,-0.004660649228039817
0.089,0.010123541907728378
0.09,-0.0009646014440977679
0.091,-0.004660649228039817
0.092,-0.0009646014440977679
0.093,-0.004660649228039817
0.094,-0.004660649228039817
0.095,-0.0009646014440977679
0.096,0.00642749412378633
0.097,-0.03053298371563416
0.098,0.002731446339844281
0.099,-0.008356697011981867
0.1,-0.02314088814775006
0.101,-0.0009646014440977679
0.102,-0.008356697011981867
0.103,0.002731446339844281
0.104,-0.015748792579865965
0.105,-0.008356697011981867
0.106,-0.012052744795923914
0.107,0.024907733043496576
0.108,0.00642749412378633
0.109,-0.015748792579865965
0.11,-0.008356697011981867
0.111,0.013819589691670428
0.112,-0.0009646014440977679
0.113,-0.004660649228039817
0.114,0.00642749412378633
0.115,0.002731446339844281
0.116,0.002731446339844281
0.117,0.00642749412378633
0.118,-0.0009646014440977679
0.119,-0.0009646014440977679
0.12,-0.0009646014440977679
0.121,0.021211685259554525
0.122,-0.012052744795923914
0.123,-0.015748792579865965
0.124,0.010123541907728378
0.125,-0.004660649228039817
0.126,0.017515637475612477
0.127,-0.0009646014440977679
0.128,0.00642749412378633
0.129,-0.0009646014440977679
0.13,0.002731446339844281
0.131,-0.03422903149957621
0.132,-0.008356697011981867
0.133,-0.008356697011981867
0.134,0.002731446339844281
0.135,-0.02683693593169211
0.136,-0.004660649228039817
0.137,-0.019444840363808013
0.138,-0.0009646014440977679
0.139,0.021211685259554525
0.14,-0.0009646014440977679
0.141,-0.004660649228039817
0.142,0.013819589691670428
0.143,-0.008356697011981867
0.144,0.010123541907728378
0.145,-0.004660649228039817
0.146,-0.015748792579865965
0.147,-0.012052744795923914
0.148,-0.004660649228039817
0.149,-0.008356697011981867
0.15,-0.012052744795923914
0.151,-0.004660649228039817
0.152,-0.015748792579865965
0.153,-0.008356697011981867
0.154,0.002731446339844281
0.155,-0.019444840363808013
0.156,-0.008356697011981867
0.157,-0.015748792579865965
0.158,0.010123541907728378
0.159,-0.019444840363808013
0.16,-0.02314088814775006
0.161,-0.004660649228039817
0.162,-0.02683693593169211
0.163,-0.008356697011981867
0.164,0.010123541907728378
0.165,-0.02683693593169211
0.166,-0.0009646014440977679
0.167,-0.0009646014440977679
0.168,-0.02314088814775006
0.169,-0.015748792579865965
0.17,0.010123541907728378
0.171,-0.02683693593169211
0.172,-0.0009646014440977679
0.173,-0.019444840363808013
0.174,0.010123541907728378
0.175,0.002731446339844281
0.176,-0.0009646014440977679
0.177,-0.015748792579865965
0.178,0.013819589691670428
0.179,0.002731446339844281
0.18,-0.0009646014440977679
0.181,-0.004660649228039817
0.182,-0.019444840363808013
0.183,0.002731446339844281
0.184,0.002731446339844281
0.185,0.017515637475612477
0.186,-0.015748792579865965
0.187,-0.004660649228039817
0.188,-0.008356697011981867
0.189,-0.02314088814775006
0.19,-0.004660649228039817
0.191,-0.03422903149957621
0.192,-0.02683693593169211
0.193,0.00642749412378633
0.194,0.002731446339844281
0.195,-0.004660649228039817
0.196,-0.0009646014440977679
0.197,0.017515637475612477
0.198,-0.008356697011981867
0.199,0.028603780827438623
0.2,0.002731446339844281
0.201,0.002731446339844281
0.202,-0.02314088814775006
0.203,-0.004660649228039817
0.204,-0.015748792579865965
0.205,-0.004660649228039817
0.206,-0.02683693593169211
0.207,-0.0009646014440977679
0.208,-0.0009646014440977679
0.209,-0.008356697011981867
0.21,0.013819589691670428
0.211,-0.03053298371563416
0.212,-0.015748792579865965
0.213,-0.0009646014440977679
0.214,-0.015748792579865965
0.215,-0.004660649228039817
0.216,-0.008356697011981867
0.217,0.010123541907728378
0.218,-0.004660649228039817
0.219,-0.0009646014440977679
0.22,-0.02314088814775006
0.221,-0.0009646014440977679
0.222,-0.03422903149957621
0.223,-0.02314088814775006
0.224,-0.008356697011981867
0.225,-0.008356697011981867
0.226,-0.0009646014440977679
0.227,-0.0009646014440977679
0.228,-0.008356697011981867
0.229,-0.015748792579865965
0.23,-0.008356697011981867
0.231,-0.012052744795923914
0.232,-0.004660649228039817
0.233,-0.008356697011981867
0.234,0.021211685259554525
0.235,-0.008356697011981867
0.236,0.002731446339844281
0.237,-0.02683693593169211
0.238,-0.015748792579865965
0.239,-0.008356697011981867
0.24,-0.004660649228039817
0.241,0.010123541907728378
0.242,-0.0009646014440977679
0.243,-0.004660649228039817
0.244,-0.008356697011981867
0.245,0.00642749412378633
0.246,-0.008356697011981867
0.247,0.010123541907728378
0.248,-0.019444840363808013
0.249,-0.004660649228039817
0.25,-0.004660649228039817
0.251,-0.02314088814775006
0.252,-0.02683693593169211
0.253,-0.0009646014440977679
0.254,-0.004660649228039817
0.255,0.013819589691670428
0.256,-0.02314088814775006
0.257,0.00642749412378633
0.258,-0.004660649228039817
0.259,-0.019444840363808013
0.26,-0.008356697011981867
0.261,-0.012052744795923914
0.262,0.010123541907728378
0.263,-0.008356697011981867
0.264,-0.012052744795923914
0.265,0.00642749412378633
0.266,-0.012052744795923914
0.267,-0.012052744795923914
0.268,0.00642749412378633
0.269,0.002731446339844281
0.27,-0.012052744795923914
0.271,-0.012052744795923914
0.272,0.010123541907728378
0.273,-0.008356697011981867
0.274,-0.012052744795923914
0.275,0.00642749412378633
0.276,-0.004660649228039817
0.277,0.010123541907728378
0.278,-0.02683693593169211
0.279,-0.015748792579865965
0.28,-0.0009646014440977679
0.281,0.010123541907728378
0.282,0.00642749412378633
0.283,-0.012052744795923914
0.284,-0.004660649228039817
0.285,-0.004660649228039817
0.286,-0.02314088814775006
0.287,0.017515637475612477
0.288,-0.008356697011981867
0.289,0.002731446339844281
0.29,0.021211685259554525
0.291,-0.008356697011981867
0.292,-0.0009646014440977679
0.293,-0.02683693593169211
0.294,-0.004660649228039817
0.295,0.010123541907728378
0.296,-0.004660649228039817
0.297,0.002731446339844281
0.298,-0.0009646014440977679
0.299,-0.02683693593169211
0.3,-0.015748792579865965
0.301,-0.004660649228039817
0.302,-0.012052744795923914
0.303,-0.008356697011981867
0.304,-0.012052744795923914
0.305,-0.0009646014440977679
0.306,-0.0009646014440977679
0.307,-0.015748792579865965
0.308,0.017515637475612477
0.309,-0.012052744795923914
0.31,0.017515637475612477
0.311,-0.008356697011981867
0.312,-0.019444840363808013
0.313,0.002731446339844281
0.314,-0.015748792579865965
0.315,-0.012052744795923914
0.316,-0.004660649228039817
0.317,-0.008356697011981867
0.318,-0.019444840363808013
0.319,-0.008356697011981867
0.32,-0.008356697011981867
0.321,-0.008356697011981867
0.322,-0.0009646014440977679
0.323,-0.008356697011981867
0.324,0.00642749412378633
0.325,0.013819589691670428
0.326,-0.004660649228039817
0.327,0.002731446339844281
0.328,-0.015748792579865965
0.329,0.002731446339844281
0.33,-0.0009646014440977679
0.331,0.00642749412378633
0.332,-0.008356697011981867
0.333,-0.004660649228039817
0.334,0.013819589691670428
0.335,-0.012052744795923914
0.336,-0.02314088814775006
0.337,0.017515637475612477
0.338,-0.012052744795923914
0.339,-0.004660649228039817
0.34,0.002731446339844281
0.341,-0.0009646014440977679
0.342,-0.015748792579865965
0.343,-0.0009646014440977679
0.344,-0.015748792579865965
0.345,-0.02683693593169211
0.346,-0.012052744795923914
0.347,-0.015748792579865965
0.348,0.00642749412378633
0.349,0.002731446339844281
0.35,-0.0009646014440977679
0.351,-0.015748792579865965
0.352,0.00642749412378633
0.353,-0.0009646014440977679
0.354,-0.019444840363808013
0.355,-0.012052744795923914
0.356,-0.012052744795923914
0.357,0.013819589691670428
0.358,-0.012052744795923914
0.359,-0.008356697011981867
0.36,-0.008356697011981867
0.361,-0.004660649228039817
0.362,0.002731446339844281
0.363,0.010123541907728378
0.364,0.010123541907728378
0.365,0.021211685259554525
0.366,-0.008356697011981867
0.367,-0.02314088814775006
0.368,-0.02314088814775006
0.369,-0.0009646014440977679
0.37,-0.004660649228039817
0.371,-0.012052744795923914
0.372,-0.004660649228039817
0.373,0.010123541907728378
0.374,-0.004660649228039817
0.375,-0.0009646014440977679
0.376,0.002731446339844281
0.377,-0.012052744795923914
0.378,-0.008356697011981867
0.379,-0.0009646014440977679
0.38,-0.019444840363808013
0.381,0.00642749412378633
0.382,-0.015748792579865965
0.383,-0.02314088814775006
0.384,-0.015748792579865965
0.385,-0.004660649228039817
0.386,0.002731446339844281
0.387,-0.008356697011981867
0.388,0.017515637475612477
0.389,0.002731446339844281
0.39,-0.004660649228039817
0.391,-0.03053298371563416
0.392,-0.015748792579865965
0.393,0.021211685259554525
0.394,-0.03053298371563416
0.395,0.010123541907728378
0.396,-0.008356697011981867
0.397,-0.0009646014440977679
0.398,-0.008356697011981867
0.399,0.010123541907728378
0.4,-0.0009646014440977679
0.401,-0.012052744795923914
0.402,0.00642749412378633
0.403,-0.008356697011981867
0.404,-0.015748792579865965
0.405,-0.04162112706746031
0.406,-0.008356697011981867
0.407,-0.012052744795923914
0.408,-0.008356697011981867
0.409,-0.012052744795923914
0.41,-0.015748792579865965
0.411,-0.008356697011981867
0.412,-0.008356697011981867
0.413,-0.0009646014440977679
0.414,0.00642749412378633
0.415,0.010123541907728378
0.416,-0.012052744795923914
0.417,0.002731446339844281
0.418,-0.008356697011981867
0.419,-0.0009646014440977679
0.42,-0.004660649228039817
0.421,-0.0009646014440977679
0.422,-0.0009646014440977679
0.423,-0.02314088814775006
0.424,-0.008356697011981867
0.425,0.002731446339844281
0.426,-0.004660649228039817
0.427,-0.02314088814775006
0.428,-0.019444840363808013
0.429,-0.008356697011981867
0.43,-0.02683693593169211
0.431,-0.008356697011981867
0.432,-0.02314088814775006
0.433,0.002731446339844281
0.434,-0.015748792579865965
0.435,-0.02683693593169211
0.436,-0.008356697011981867
0.437,0.010123541907728378
0.438,0.00642749412378633
0.439,-0.019444840363808013
0.44,-0.012052744795923914
0.441,-0.004660649228039817
0.442,0.013819589691670428
0.443,0.017515637475612477
0.444,0.017515637475612477
0.445,-0.012052744795923914
0.446,0.002731446339844281
0.447,0.00642749412378633
0.448,0.013819589691670428
0.449,0.00642749412378633
0.45,0.010123541907728378
0.451,0.017515637475612477
0.452,-0.008356697011981867
0.453,-0.008356697011981867
0.454,-0.0009646014440977679
0.455,0.017515637475612477
0.456,0.013819589691670428
0.457,-0.008356697011981867
0.458,0.017515637475612477
0.459,-0.004660649228039817
0.46,-0.015748792579865965
0.461,0.00642749412378633
0.462,-0.015748792579865965
0.463,-0.004660649228039817
0.464,-0.02314088814775006
0.465,-0.015748792579865965
0.466,-0.004660649228039817
0.467,-0.008356697011981867
0.468,-0.004660649228039817
0.469,-0.0009646014440977679
0.47,-0.019444840363808013
0.471,0.00642749412378633
0.472,-0.008356697011981867
0.473,-0.008356697011981867
0.474,-0.008356697011981867
0.475,-0.004660649228039817
0.476,-0.0009646014440977679
0.477,-0.004660649228039817
0.478,-0.0009646014440977679
0.479,0.00642749412378633
0.48,0.002731446339844281
0.481,-0.03053298371563416
0.482,-0.0009646014440977679
0.483,-0.02683693593169211
0.484,-0.004660649228039817
0.485,-0.008356697011981867
0.486,0.013819589691670428
0.487,0.010123541907728378
0.488,0.002731446339844281
0.489,-0.0009646014440977679
0.49,-0.0009646014440977679
0.491,-0.015748792579865965
0.492,-0.0009646014440977679
0.493,-0.004660649228039817
0.494,-0.004660649228039817
0.495,-0.008356697011981867
0.496,-0.004660649228039817
0.497,-0.008356697011981867
0.498,-0.0009646014440977679
0.499,-0.015748792579865965
0.5,-0.012052744795923914
0.501,-0.0009646014440977679
0.502,0.010123541907728378
0.503,0.010123541907728378
0.504,-0.008356697011981867
0.505,-0.004660649228039817
0.506,-0.0009646014440977679
0.507,0.00642749412378633
0.508,-0.004660649228039817
0.509,-0.015748792579865965
0.51,-0.004660649228039817
0.511,0.021211685259554525
0.512,0.010123541907728378
0.513,-0.02314088814775006
0.514,0.017515637475612477
0.515,-0.012052744795923914
0.516,-0.019444840363808013
0.517,-0.012052744795923914
0.518,0.002731446339844281
0.519,0.002731446339844281
0.52,-0.0009646014440977679
0.521,-0.015748792579865965
0.522,-0.004660649228039817
0.523,0.002731446339844281
0.524,-0.008356697011981867
0.525,-0.019444840363808013
0.526,-0.03053298371563416
0.527,-0.008356697011981867
0.528,-0.019444840363808013
0.529,-0.008356697011981867
0.53,0.00642749412378633
0.531,0.002731446339844281
0.532,-0.02314088814775006
0.533,-0.004660649228039817
0.534,-0.015748792579865965
0.535,-0.004660649228039817
0.536,-0.019444840363808013
0.537,0.010123541907728378
0.538,-0.015748792579865965
0.539,-0.004660649228039817
0.54,0.013819589691670428
0.541,0.024907733043496576
0.542,0.002731446339844281
0.543,-0.03053298371563416
0.544,-0.0009646014440977679
0.545,0.002731446339844281
0.546,-0.02683693593169211
0.547,-0.004660649228039817
0.548,-0.004660649228039817
0.549,-0.012052744795923914
0.55,0.00642749412378633
0.551,-0.008356697011981867
0.552,-0.008356697011981867
0.553,0.002731446339844281
0.554,-0.008356697011981867
0.555,-0.0009646014440977679
0.556,-0.02683693593169211
0.557,-0.008356697011981867
0.558,-0.008356697011981867
0.559,-0.0009646014440977679
0.56,-0.012052744795923914
0.561,-0.015748792579865965
0.562,-0.0009646014440977679
0.563,-0.02683693593169211
0.564,0.013819589691670428
0.565,0.00642749412378633
0.566,-0.008356697011981867
0.567,-0.02683693593169211
0.568,0.002731446339844281
0.569,-0.008356697011981867
0.57,-0.004660649228039817
0.571,-0.015748792579865965
0.572,0.002731446339844281
0.573,-0.015748792579865965
0.574,-0.019444840363808013
0.575,-0.004660649228039817
0.576,-0.008356697011981867
0.577,-0.02683693593169211
0.578,-0.004660649228039817
0.579,-0.012052744795923914
0.58,0.013819589691670428
0.581,-0.004660649228039817
0.582,-0.008356697011981867
0.583,0.028603780827438623
0.584,-0.015748792579865965
